nct_id,title,primary_drug,all_drug_names,primary_condition,all_conditions,phases,primary_phase,study_type,allocation,intervention_model,masking,primary_purpose,enrollment_count,enrollment_type,eligibility_criteria,min_age,max_age,sex,healthy_volunteers,primary_outcomes,secondary_outcomes,start_date,completion_date,first_posted_date,overall_status,why_stopped,has_results,lead_sponsor,sponsor_class,collaborators,locations,collected_date,api_version
NCT00334425,The Effect of LH-Priming During Early Follicular Phase in IVF Treatment.,MENOPUR; GONAL-F,['MENOPUR; GONAL-F'],,[],['PHASE4'],PHASE4,INTERVENTIONAL,RANDOMIZED,PARALLEL,,TREATMENT,150,,"Inclusion Criteria:

* Females between the ages of 18- 38 years (both included) at the time of randomisation
* Patients for whom treatment with gonadotrophins and GnRH agonist (long protocol) in IVF setting is considered appropriate according to the criteria of the participating centre
* Infertility for at least 1 year before randomisation (except for tubal infertility)
* A maximum of two previous consecutive unsuccessful IVF cycles (i.e. not resulting in an ongoing pregnancy
* 25- 34 days of menstruation cycle
* Body mass index (BMI) \< 29 kg/m2

Exclusion Criteria:

* Any clinically significant systemic disease (e.g., insulin dependent diabetes)
* Endocrine or metabolic abnormalities (pituitary, adrenal, thyroid, pancreas, liver, or kidney) which can compromise participation in the study
* Any concomitant medications that would interfere with evaluation of study medications. Specifically, any non-study hormonal therapy (except for thyroid medication), prostaglandin inhibitors (NSAIDs, including aspirin) and psychotropic agents (phenothiazine's, major tranquillisers) at the time of study entry. Note: these medications are disallowed for the study duration.
* Presence of clinically significant uterine fibroids
* Undiagnosed vaginal bleeding
* Tumours of the ovary, breast, uterus, adrenal gland, pituitary or hypothalamus
* Pregnancy, lactation or contraindication to pregnancy - must be confirmed by negative urinary pregnancy test at randomisation",18 Years,38 Years,FEMALE,False,[{'measure': 'Circulatory levels of Estradiol on the day of hCG'}],"[{'measure': 'Total number of follicles as well as the numbers of follicles <10mm, 10-14 mm, >14mm day during gonadotrophin treatment and at the end of stimulation prior to hCG injection'}, {'measure': 'E2 per follicle >14 mm'}, {'measure': 'Total number of oocytes retrieved'}, {'measure': 'fertilization rate'}, {'measure': 'serum hCG > 10 IU/l on day 12-14 after embryo transfer'}, {'measure': 'implantation rate'}, {'measure': 'transferable embryos'}, {'measure': 'Clinical pregnancy rate'}, {'measure': 'Ongoing pregnancy rate'}, {'measure': 'embryo quality'}, {'measure': 'Serum; LH, FSH, Androstenedione, Progesterone, hCG and Inhibin-B. Progesterone seven days after ET day'}, {'measure': 'Intra follicular levels of; endocrine parameters'}, {'measure': 'Endometrial thickness; hCG day (minus 0-2 days)'}, {'measure': 'Total gonadotrophin dose administered'}]",2006-04,,2006-06-07,UNKNOWN,,False,Central Jutland Regional Hospital,OTHER,[],"[{'facility': 'Fertilitetsklinikken Sygehus Viborg', 'status': 'RECRUITING', 'city': 'Skive', 'zip': '7800', 'country': 'Denmark', 'contacts': [{'name': 'Peter Humaidan, M.D.', 'role': 'CONTACT', 'phone': '+ 45 89 27 40 11', 'email': 'peter.humaidan@sygehusviborg.dk'}, {'name': 'Peter Humaidan, M.D.', 'role': 'PRINCIPAL_INVESTIGATOR'}], 'geoPoint': {'lat': 56.56699, 'lon': 9.02707}}]",2025-09-01T07:01:23.839214,v2
NCT00093925,Clevidipine in the Postoperative Treatment of Hypertension (ECLIPSE-NIC),clevidipine,"['clevidipine', 'nicardipine']",,[],['PHASE3'],PHASE3,INTERVENTIONAL,RANDOMIZED,PARALLEL,,TREATMENT,739,ACTUAL,"Prerandomization Inclusion Criteria:

* Provide written informed consent before initiation of any study related procedures.
* Be at least 18 years of age
* Be scheduled for Coronary Artery Bypass Grafting (CABG), Off Pump Coronary Artery Bypass (OPCAB), Minimally Invasive Direct Coronary Artery Bypass (MIDCAB) surgery, and/or valve replacement/repair surgery

Prerandomization Exclusion Criteria:

* Women of child-bearing potential (unless they have a negative pregnancy test)
* Recent cerebrovascular accident (within 3 months before randomization)
* Known intolerance to calcium channel blockers
* Known or suspected hypersensitivity to nicardipine
* Allergy to soybean oil or egg lecithin (components of the lipid vehicle)
* Pre-existing permanent ventricular pacing
* Any other disease or condition, which, in the judgment of the investigator would place a patient at undue risk by being enrolled in the trial
* Participation in another therapeutic drug or therapeutic device trial within 30 days of starting study

Postrandomization Inclusion Criteria:

* Expected to survive beyond 24 hours post-surgical procedure
* No surgical complications or conditions, present or anticipated, that preclude them from inclusion in the study
* Determined to be hypertensive postoperatively as determined by the investigator",18 Years,,ALL,False,"[{'measure': 'Incidence of death, stroke, MI, and renal dysfunction', 'timeFrame': 'Initiation of study drug infusion through post-operative Day 30'}]",[],2004-05,2006-09,2004-10-08,COMPLETED,,False,The Medicines Company,INDUSTRY,[],"[{'facility': 'Mobile Infirmary Medical Center', 'city': 'Mobile', 'state': 'Alabama', 'zip': '36607', 'country': 'United States', 'geoPoint': {'lat': 30.69436, 'lon': -88.04305}}, {'facility': 'Wesley Medical Center', 'city': 'Wichita', 'state': 'Kansas', 'zip': '67214', 'country': 'United States', 'geoPoint': {'lat': 37.69224, 'lon': -97.33754}}, {'facility': 'Touro Infirmary', 'city': 'New Orleans', 'state': 'Louisiana', 'zip': '70115', 'country': 'United States', 'geoPoint': {'lat': 29.95465, 'lon': -90.07507}}, {'facility': 'Ochsner Clinic Foundation', 'city': 'New Orleans', 'state': 'Louisiana', 'zip': '70121', 'country': 'United States', 'geoPoint': {'lat': 29.95465, 'lon': -90.07507}}, {'facility': 'Columbia University - College of Physicians and Surgeons', 'city': 'New York', 'state': 'New York', 'zip': '10032', 'country': 'United States', 'geoPoint': {'lat': 40.71427, 'lon': -74.00597}}, {'facility': 'Jack D. Weller Hospital', 'city': 'The Bronx', 'state': 'New York', 'zip': '10461', 'country': 'United States', 'geoPoint': {'lat': 40.84985, 'lon': -73.86641}}, {'facility': 'Montefiore Medical Center', 'city': 'The Bronx', 'state': 'New York', 'zip': '10467', 'country': 'United States', 'geoPoint': {'lat': 40.84985, 'lon': -73.86641}}, {'facility': 'Hospital of the University of Pennsylvania', 'city': 'Philadelphia', 'state': 'Pennsylvania', 'zip': '19104', 'country': 'United States', 'geoPoint': {'lat': 39.95238, 'lon': -75.16362}}, {'facility': 'VA Medical Center McGuire', 'city': 'Richmond', 'state': 'Virginia', 'zip': '23249', 'country': 'United States', 'geoPoint': {'lat': 37.55376, 'lon': -77.46026}}]",2025-09-01T07:01:23.839222,v2
NCT01245725,Aggrastat Truncated Length Against Standard Therapies in Percutaneous Coronary Intervention,Tirofiban (Aggrastat),"['Tirofiban (Aggrastat)', 'Placebo']",,[],['PHASE3'],PHASE3,INTERVENTIONAL,RANDOMIZED,PARALLEL,,TREATMENT,0,ACTUAL,"Inclusion Criteria:

1. Age \>18 years of age
2. Scheduled to undergo PCI with an approved device
3. Written informed consent

Exclusion Criteria:

1. Primary PCI for ST-elevation myocardial infarction (STEMI)
2. Prior PCI within 30 days
3. Prior GPIIb/IIIa use within 14 days
4. Prior enoxaparin use within 4 days
5. Prior STEMI within 30 days
6. In non-elective subjects, a rising troponin defined as a most recent pre-PCI sample greater than the sample immediately preceding it, as long as the two samples are separated by four or more hours and have been analyzed in the same hospital laboratory.",18 Years,,ALL,False,"[{'measure': 'A composite incidence of death, myocardial infarction and urgent target vessel revascularization.', 'timeFrame': '48 hours'}]","[{'measure': 'The occurrence of myocardial infarction.', 'timeFrame': '48 hours'}]",,,2010-11-22,WITHDRAWN,"Study was not initiated, change in clinical development",False,Medicure,INDUSTRY,"['SCRI Development Innovations, LLC']",[],2025-09-01T07:01:23.839229,v2
NCT01652625,Efficacy and Safety Study of Yunnan Baiyao on Minor Recurrent Aphthous Stomatitis,Yunnan Baiyao toothpaste,"['Yunnan Baiyao toothpaste', 'Placebo toothpaste']",,[],['PHASE2'],PHASE2,INTERVENTIONAL,RANDOMIZED,PARALLEL,,TREATMENT,227,ACTUAL,"Inclusion Criteria:

1. Both male and female aged 18 to 65 years old;
2. Patients diagnosed as minor recurrent aphthous stomatitis with the duration of each ulcer in excess of 5 days;
3. Fresh ulcers available with less than 72 hours eruption.

Exclusion Criteria:

1. Hypersensitive to various medical agents;
2. Concurrent acute infectious disease;
3. Pregnancy or lactation;
4. Concurrent other immunology disorders;
5. Accepting systemic administration of corticosteroids or immunosuppressive agents within 3 months;
6. Aphthous-like ulcers related to certain systemic disorders such as ulcerative colitis, Crohn's disease, Behcet's syndrome, serious anemia;
7. Aphthous-like ulcers related to drug such as non-steroidal anti-inflammatory drugs (NSAIDs) and anti-histamines;
8. Accepting anaesthetic therapy within 24 hours, or systemic antibiotics within 2 weeks, or other management for oral ulcers within 72 hours prior to the study;
9. Neoplasm patients;
10. Volunteers of other clinical trials on medical agents or toothpaste within one month.",18 Years,65 Years,ALL,False,"[{'measure': 'Ulcer size', 'description': 'The assessment of the surface area of the ulcer was measured in millimeters by a dental probe. Ulcer size was assessed as the product of maximum diameter and its vertical diameter.', 'timeFrame': 'one year'}]","[{'measure': 'Pain Scores with Visual Analog Scale', 'description': 'Pain intensity was measured using a VAS, where the amount of pain recorded ranged from 0 (no pain) to 10 (unbearable pain). Pain was assessed by irritating the ulcer with the periodontal probe. The values were collected by the assigned investigators.', 'timeFrame': 'one year'}, {'measure': 'Number of the participants with adverse events', 'description': 'Any noted adverse reactions were recorded.', 'timeFrame': 'one year'}]",2010-03,2011-03,2012-07-30,COMPLETED,,False,Peking University,OTHER,[],[],2025-09-01T07:01:23.839236,v2
NCT03578276,Prophylactic Treatment: Lessdrops™ vs Standard Drops Regimen,Pred-Gati-Brom,"['Pred-Gati-Brom', 'Prednisolone acetate 1% ophthalmic suspension', 'Gatifloxacin Ophthalmic', 'Bromfenac 0.075% Oph Solution']",,[],['PHASE4'],PHASE4,INTERVENTIONAL,RANDOMIZED,PARALLEL,,PREVENTION,35,ACTUAL,"Inclusion Criteria:

* Subject is undergoing bilateral cataract extraction or refractive lens exchange with intraocular lens implantation.
* Willing and able to provide written informed consent for participation in the study.
* Willing and able to comply with scheduled visits and other study procedures.
* Willing and able to administer eye drops and record the times the drops were instilled.
* Scheduled to undergo standard cataract surgery with topical anesthesia in both eyes within 6-15 days between surgeries.
* Potential postoperative best-corrected visual acuity of 20/30 or better.

Exclusion Criteria:

* Severe preoperative ocular pathology: amblyopia, rubella cataract, proliferative diabetic retinopathy, shallow anterior chamber, macular edema, aniridia or iris atrophy, uveitis, history of iritis, iris neovascularization, medically uncontrolled glaucoma, microphthalmos or macrophthalmos, optic nerve atrophy, advanced macular degeneration, advanced glaucomatous damage, etc.
* Uncontrolled diabetes.
* Use of any systemic or topical drug known to interfere with visual performance.
* Contact lens use during the active treatment portion of the trial.
* Any concurrent infectious/noninfectious conjunctivitis, keratitis or uveitis.
* History of chronic intraocular inflammation.
* History of retinal detachment.
* Pseudoexfoliation syndrome or any other condition that has the potential to weaken the zonules.
* Any additional ocular surgical procedures at time of cataract extraction (i.e. iStent) except corneal incisions for the correction of astigmatism.
* Anesthesia other than topical anesthesia (i.e. retrobulbar, general, etc).
* Any clinically significant, serious or severe medical or psychiatric condition that may increase the risk associated with study participation or may interfere with the interpretation of study results.
* Participation in (or current participation) any ophthalmic investigational drug or device trial within the previous 30 days prior to the start date of this trial.
* Intraocular conventional surgery within the past three months or intraocular laser surgery within one month.",50 Years,99 Years,ALL,False,"[{'measure': 'Change From Baseline (Preoperative Exam) in Macular Thickness', 'description': 'Thickness of the macula measured in microns, recorded as the change from baseline.', 'timeFrame': 'Month 1'}]","[{'measure': 'Change From Baseline (Preoperative Exam) in Pachymetry (Corneal Thickness)', 'description': 'Thickness of the cornea measured in microns, measured as the change from baseline', 'timeFrame': 'Month 1'}, {'measure': 'Change From Baseline (Preoperative Exam) in Intraocular Pressure (IOP)', 'description': 'Measurement of the pressure inside the eye in mmHg, recorded as the change from baseline', 'timeFrame': 'Month 1'}]",2018-06-22,2019-12-04,2018-07-06,COMPLETED,,False,"Carolina Eyecare Physicians, LLC",OTHER,"['Science in Vision', 'Imprimis Pharmaceuticals, Inc.']","[{'facility': 'Carolina Eyecare Physicians, LLC', 'city': 'Mt. Pleasant', 'state': 'South Carolina', 'zip': '29464', 'country': 'United States', 'geoPoint': {'lat': 32.79407, 'lon': -79.86259}}]",2025-09-01T07:01:23.839252,v2
NCT02117076,"Blinded, Randomized Study of Gabapentin (Neurontin®) and Gabapentin Enacarbil (Horizant™) in Restless Leg Syndrome",Gabapentin immediate release,"['Gabapentin immediate release', 'Gabapentin enacarbil extended release']",,[],['PHASE4'],PHASE4,INTERVENTIONAL,RANDOMIZED,PARALLEL,,TREATMENT,5,ACTUAL,"Inclusion Criteria:

1. Outpatients with a diagnosis of primary restless leg syndrome using the International Restless Legs Syndrome Study Group (IRLSSG) diagnostic criteria8.
2. RLS symptoms ≥ 15 nights of the month prior to study enrollment and for ≥ 4 of 7 consecutive nights in the week prior to study enrollment (if untreated).
3. Age 18 years to 80 years.
4. International Restless Legs Scale (IRLS) Total severity score of ≥ 15 (moderate to severe severity). 8
5. Had significant sleep disturbance on item 4 of IRLS.8
6. Women of child-bearing potential must use a reliable method of contraception.
7. Informed consent. Subject must be willing and able to complete all study procedures.

Exclusion Criteria:

1. Any illness that in the investigator's opinion preclude participation in this study.
2. Subjects with non-RLS-related sleep disorders (e.g., sleep apnea)
3. Subjects with neurological diseases or movement disorders other than RLS (e.g., diabetic neuropathy, Parkinson's disease, multiple sclerosis, dyskinesias, and dystonias)
4. Pregnancy or lactation.
5. Concurrent participation in another clinical study.
6. Dementia or other psychiatric illness that prevents the patient from giving informed consent (Mini-Mental State Examination scores less than 27).
7. Legal incapacity or limited legal capacity.
8. History of RLS symptom augmentation or early-morning rebound with previous dopamine-agonist treatment.
9. Clinically significant abnormalities in renal function. 3,8,10
10. Presence of severe cardiovascular or pulmonary disease, bronchial asthma, renal, hepatic or endocrine disease.
11. Concomitant treatment with drugs known to affect sleep/wake, RLS or periodic limb movements, including antidepressants. Subjects receiving treatment for RLS at screening will be required to discontinue and wash out for a minimum of 5 half-lives.
12. Body mass index greater than 34 kg/m2.",18 Years,80 Years,ALL,False,"[{'measure': 'International Restless Leg Syndrome Rating Scale (IRLS)', 'description': 'The IRLS is a measure of severity of Restless Legs Syndrome. It includes 10 items, measured on a scale of 0-4. A score of 1-10 indicates mild severity, 11-20 indicates moderate severity, 21-30 is severe and 31-40 is very severe. Primary outcome is the difference in IRLS scores for each of the treatment regimens.\n\nfrom 0 to 4.', 'timeFrame': '10 weeks'}]","[{'measure': 'Restless Leg Syndrome Quality of Life Scale (RLSQoL)', 'description': 'The Restless Legs Syndrome Quality of Life questionnaire (RLSQoL) assesses the impact of RLS on daily life, emotional well-being, social life, and work life.', 'timeFrame': 'Baseline, day 35, day 54.'}]",2014-04,2016-06,2014-04-17,TERMINATED,Recruitment unsuccessful due to overly restrictive inclusion/exclusion criteria.,False,"Theresa Zesiewicz, MD",OTHER,[],"[{'facility': 'University of South Florida', 'city': 'Tampa', 'state': 'Florida', 'zip': '33612', 'country': 'United States', 'geoPoint': {'lat': 27.94752, 'lon': -82.45843}}]",2025-09-01T07:01:23.839260,v2
NCT06182176,Effectiveness and Cost-effectiveness of Integrated Model for Malaria and Helminth Control,Sulphadoxine-pyrimethamine and Amodiaquine,['Sulphadoxine-pyrimethamine and Amodiaquine'],,[],['NA'],NA,INTERVENTIONAL,RANDOMIZED,PARALLEL,,PREVENTION,1200,ESTIMATED,"Inclusion Criteria:

* Male and female children aged 1-14 years;
* Provision of written informed consent by the parent/caregiver and a positive assent by children aged ≥ 7 years (in line with legal regulations in Ghana);
* Willingness to provide finger prick blood samples, urine, and stool samples;
* Residence in the study area for at least the past six months and willingness to be available in the study area for follow-up about 6 months after enrolment

Exclusion Criteria:

* Acutely ill child at the time of the drug administration;
* A child whose parents/caregivers decline to provide consent;
* A known HIV-positive child receiving co-trimoxazole prophylaxis;
* A child who has received a dose of either Sulphadoxine-pyrimethamine (SP), amodiaquine (AQ), albendazole (ALB) or praziquantel (PZQ) during the previous six months.
* A child with a known allergy to any of SP, AQ, ALB or PZQ.",1 Year,14 Years,ALL,True,"[{'measure': 'Change in Haemoglobin (Hb) concentration measured by HemoCue®', 'description': 'Comparison of the pre- and post-intervention values of Hb concentration of study children', 'timeFrame': 'On the day of inclusion, and post-intervention at the end of malaria transmission season i.e. one month after the last SMC cycle.'}]","[{'measure': 'Incidence of clinical malaria, defined as fever of >37.5C', 'description': 'History of fever in the preceding 48 hours, and a positive malaria blood film with a parasite density of \\>0 per µl', 'timeFrame': 'Detected by passive case detection during the surveillance period, an average of 5 months after co-administration of the study medications'}, {'measure': 'Change in prevalence of anaemia on the day of inclusion, and post-intervention at the end of malaria transmission season; anaemia will be defined as Hb less than 11 g/dL', 'description': 'Comparison of the pre- and post-intervention values of Hb concentration of study children', 'timeFrame': 'On the day of inclusion, and post-intervention at the end of malaria transmission season i.e. one month after the last SMC cycle.'}, {'measure': 'Incidence of solicited adverse events and adverse drug reactions', 'description': 'Safety assessment to be related to the study medications', 'timeFrame': 'During a period of six consecutive days after co-administration of study medications'}, {'measure': 'Prevalence of P.falciparum and helminth co-infection', 'description': 'Prevalence of malaria-helminth co-infection', 'timeFrame': 'On the day of inclusion, and post-intervention at the end of malaria transmission season i.e. one month after the last SMC cycle.'}, {'measure': 'Density of P.falciparum and helminth co-infection', 'description': 'Density of malaria-helminth co-infection', 'timeFrame': 'On the day of inclusion, and post-intervention at the end of malaria transmission season i.e. one month after the last SMC cycle.'}]",2024-05-27,2026-01-12,2023-12-26,NOT_YET_RECRUITING,,False,London School of Hygiene and Tropical Medicine,OTHER,"['Kintampo Health Research Centre, Ghana']",[],2025-09-01T07:01:23.839267,v2
NCT03979976,"Ramipril, Endothelial Function and Endothelial Progenitor Cells in Patients With Systemic Lupus Erythematosus",Ramipril,['Ramipril'],,[],"['PHASE2', 'PHASE3']",PHASE2,INTERVENTIONAL,RANDOMIZED,PARALLEL,,PREVENTION,37,ACTUAL,"Inclusion Criteria:

* SLE according 1997 modified American College Rheumatology criteria
* age older than 18 years
* stable treatment for lupus for at least 3 months

Exclusion Criteria:

* previous coronary artery disease
* hypertension
* dyslipidemia (LDL\>149 mg/dL)
* renal insufficiency (creatinine ≥1.4 mg/dL)
* diabetes
* smoking
* obesity (BMI≥30)
* pregnancy
* menopause
* patients taking statins or angiotensin convertor enzyme inhibitor within the last 6 months",18 Years,,FEMALE,False,"[{'measure': 'Endothelial function - Variation of Flow mediated dilation percentage', 'description': 'Patients were evaluated at baseline and after 12 weeks by high-resolution ultrasound of brachial artery in resting conditions, after reactive hyperaemia (flow-mediated dilation-FMD) and after oral glyceryl trinitrate to assess endothelial function', 'timeFrame': '12 weeks'}, {'measure': 'Number of endothelial progenitor cells (EPC)', 'description': 'Patients were evaluated at baseline and after 12 weeks. EPCs were evaluated by flow cytometry using anti-CD34 (cluster of differentiation 34) (FITC), anti-CD133 (PE) and anti-kinase domain receptor (KDR) (APC) and by cell culture with quantification of colony formation units (CFUs).', 'timeFrame': '12 weeks'}]",[],2011-03,2013-09,2019-06-10,COMPLETED,,False,Federal University of São Paulo,OTHER,['Fundação de Amparo à Pesquisa do Estado de São Paulo'],"[{'facility': 'Federal University of São Paulo', 'city': 'São Paulo', 'zip': '04021051', 'country': 'Brazil', 'geoPoint': {'lat': -23.5475, 'lon': -46.63611}}]",2025-09-01T07:01:23.839276,v2
NCT00303576,A Safety and Tolerability Study of Dapivirine (TMC120) Vaginal Microbicide Gel,dapivirine (TMC120) vaginal gel,['dapivirine (TMC120) vaginal gel'],,[],"['PHASE1', 'PHASE2']",PHASE1,INTERVENTIONAL,RANDOMIZED,PARALLEL,,PREVENTION,112,,"Inclusion Criteria:

* HIV-negative
* Willing to participate and sign an informed consent
* Willing to be tested for HIV, use an experimental vaginal gel, and to be randomized to a study group that includes the possibility of being assigned to a placebo group.
* Willing to use two forms of contraception during the study.
* Willing to undergo pelvic examinations with colposcopy and photographic documentation according to the protocol throughout the study.
* Have a regular menstrual cycle defined as having a minimum of 21 days and a maximum of 36 days between menses.
* Willing to abstain from using any vaginal product (other than the study product or placebo).
* Willing to be sexually abstinent from randomization until completion of Day 7 evaluations.

Exclusion Criteria:

* Currently pregnant or breast-feeding.
* Clinically detectable genital abnormality on the vulva, vaginal walls or cervix.
* Laboratory confirmed gonorrhea, chlamydia, trichomonas, syphilis, or vaginal candidiasis or clinically diagnosed genital ulcer disease or active HSV-2 lesions.
* Breakthrough bleeding or gynecologic surgery within 60 days prior to randomization.
* Symptomatic bacterial vaginosis and unwilling to undergo treatment.
* Women who require treatment for tuberculosis (TB) within 21 days prior to randomization.",18 Years,50 Years,FEMALE,True,[{'measure': 'Local and systemic safety and tolerability.'}],[],2005-10,2006-07,2006-03-17,COMPLETED,,False,"International Partnership for Microbicides, Inc.",INDUSTRY,[],"[{'facility': 'Projet Ubuzima', 'city': 'Kigali', 'country': 'Rwanda', 'geoPoint': {'lat': -1.94995, 'lon': 30.05885}}, {'facility': 'Reproductive Health Research Unit - Sheshisani IPM Clinic', 'city': 'Yeoville', 'state': 'Johannesburg', 'country': 'South Africa', 'geoPoint': {'lat': -26.18299, 'lon': 28.06501}}, {'facility': 'Farmovs-Parexel', 'city': 'Bloemfontein', 'country': 'South Africa', 'geoPoint': {'lat': -29.12107, 'lon': 26.214}}, {'facility': 'Kilimanjaro Reproductive Health Program', 'city': 'Moshi', 'country': 'Tanzania', 'geoPoint': {'lat': -3.35, 'lon': 37.33333}}]",2025-09-01T07:01:23.839285,v2
NCT02596776,Cold Induced Changes in White Adipose,Propranolol and fat biopsy,['Propranolol and fat biopsy'],,[],['EARLY_PHASE1'],EARLY_PHASE1,INTERVENTIONAL,NON_RANDOMIZED,PARALLEL,,BASIC_SCIENCE,26,ACTUAL,"Inclusion Criteria:

* the lean subjects body mass index (BMI) \< 27
* subjects with obesity/MetS (BMI 27-45 with IGT, IFG, or 3 features of MetS)
* Insulin resistance Fasting blood sugar \>126, or 2 hr glu \>200, but with A1C\<7.5 (i.e. we will include subjects with T2DM on no meds and with good glycemic control)
* adequate platelet count (\>100,000)
* hematocrit of \>32
* stable weight

Exclusion Criteria:

* obese subjects (BMI \> 45)
* anti-inflammatory drugs, β-blockers, any diabetes drugs or drugs known to affect adipose tissue
* an unstable medical condition
* coronary artery disease
* congestive heart failure
* heart block or a history of or any contraindication to a β-blocker.
* asthma
* previous stroke
* use of anticoagulants or aspirin
* pregnant or breastfeeding
* lifestyles involving absent or extreme temperature exposure (eg. homebound or institutionalized subjects, outdoor workers).",35 Years,60 Years,FEMALE,True,"[{'measure': 'WAT changes during repeated exposure to cold temperatures', 'description': 'Adipose biopsies will be performed', 'timeFrame': '28 Weeks (Summer and Winter Seasons)'}, {'measure': 'WAT changes following Propranolol dosing', 'description': 'Subjects will be prescribed propranolol and adipose biopsies will be obtained.', 'timeFrame': '17 days in the summer season'}, {'measure': 'In vivo measurement of adipose lipolysis and triglyceride (TG) turnover', 'description': 'The heavy water will be given to and adipose biopsies will be obtained.', 'timeFrame': '5 weeks per season (summer and winter)'}]",[],2016-03,2018-08-20,2015-11-04,COMPLETED,,False,Philip Kern,OTHER,['National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)'],"[{'facility': 'University of Kentucky Medical Center Center for Clinical and Translational Science', 'city': 'Lexington', 'state': 'Kentucky', 'zip': '40536', 'country': 'United States', 'geoPoint': {'lat': 37.98869, 'lon': -84.47772}}]",2025-09-01T07:01:23.839292,v2
NCT00343876,Clopidogrel and Aspirin Together: The Effect on C-Reactive Protein Trial,aspirin,"['aspirin', 'clopidogrel']",,[],['PHASE4'],PHASE4,INTERVENTIONAL,RANDOMIZED,PARALLEL,,TREATMENT,100,ESTIMATED,"Inclusion Criteria:

* Either gender \> 18 years of age
* Documented coronary artery disease (CAD) of\~ 70% documented lesion
* Must be taking 325 mg/day of aspirin (preferably Ecotrin)and a statin at least 4 weeks prior to enrollment
* The patient or legally authorized representative must sign a written informed consent, prior to the any procedure, using a form that is approved by the local Institutional Review Board
* Able to give informed consent

Exclusion Criteria:

* Documented sensitivity to aspirin or clopidogrel
* Uncontrolled hypertension as determined by the investigator
* Known bleeding disorder or increased risk of bleeding such as: severe hepatic, insufficiency, current peptic ulceration, proliferative diabetic retinopathy, history of bleeding diathesis or coagulopathy
* History of severe systemic bleeding such as: gastrointestinal bleeding, gross hematuria, intraocular bleeding, hemorrhagic stroke, intracranial hemorrhage
* Hospitalization for any MI or unstable angina in last 90 days
* Scheduled for a major surgery requiring prolonged study drug cessation (more than 4 weeks)
* Currently taking a thienopyridine agent (clopidogrel or ticlopidine), oral GP IIb/IIIa inhibitor, oral anticoagulant, or dipyridamole
* Pregnant and/or lactating women, and women of child bearing potential not using acceptable means of contraception. Women of childbearing potential must be using adequate measures of contraception (as determined by the investigator) to avoid pregnancy and should be highly unlikely to conceive during the study period. Women of childbearing potential must have a negative pregnancy test at screen.
* Participation in any other clinical trials involving investigational or marketed products within 30 days prior to entry in the study.",18 Years,,ALL,False,"[{'measure': 'The primary endpoint is the observation of the effect of aspirin + clopidogrel vs.'}, {'measure': 'aspirin + placebo on CRP levels.'}]",[],2005-07,2006-11,2006-06-23,COMPLETED,,False,"Intermountain Health Care, Inc.",OTHER,"['Bristol-Myers Squibb', 'Sanofi-Synthelabo']","[{'facility': 'LDS Hospital', 'city': 'Salt Lake City', 'state': 'Utah', 'zip': '84143', 'country': 'United States', 'geoPoint': {'lat': 40.76078, 'lon': -111.89105}}]",2025-09-01T07:01:23.839304,v2
